GROUPING,TYPE,STATE,Premium,Losses,Quotes,Sales,Premium2,Losses2,Quotes2,Sales2,Premium3
34789,ZIP,FL,319460,191676,199641,14574,185287,185926,149731,8016,140818
34797,ZIP,FL,565920,464054,171059,5816,288619,352681,123162,5758,152968
34945,ZIP,FL,259074,126946,26555,1514,142491,92671,27086,818,148191
34946,ZIP,FL,793932,643085,192707,7130,651024,668808,144530,6845,481758
34947,ZIP,FL,333380,340048,94744,11559,273372,238034,68216,6935,292508
34948,ZIP,FL,428073,372424,67971,10060,449477,212282,42822,7243,413519
34949,ZIP,FL,38464,37695,184959,24785,40003,32418,162764,16606,27602
34950,ZIP,FL,901599,955695,113775,8533,513911,965252,124015,5461,544746
34951,ZIP,FL,375410,281558,49070,6772,330361,256218,25026,5011,231253
34952,ZIP,FL,331905,321948,158055,17070,248929,273656,90091,15534,154336
34953,ZIP,FL,630535,283741,116501,15378,340489,178757,65241,16147,360918
34954,ZIP,FL,316000,271760,178519,19994,265440,282630,192801,11597,148646
34956,ZIP,FL,721351,440024,112153,16823,735778,299216,71778,9589,529760
34957,ZIP,FL,792478,800403,55339,3597,721155,560282,47038,2950,685097
34958,ZIP,FL,855589,684471,13427,457,881257,609179,6982,361,793131
34972,ZIP,FL,470487,348160,143207,17471,456372,247194,133183,10657,255568
34973,ZIP,FL,252456,219637,16433,1791,222161,215244,11010,1898,139961
34974,ZIP,FL,980116,1078128,58638,3108,617473,1002659,36356,2735,308737
34979,ZIP,FL,466061,247012,138284,18253,512667,202550,71908,17705,348614
34981,ZIP,FL,363019,239593,150055,17857,243223,158131,111041,10714,238359
34982,ZIP,FL,420658,433278,176529,21007,269221,407281,112979,13655,290759
34983,ZIP,FL,803219,345384,177039,9560,441770,172692,157565,5449,287151
34984,ZIP,FL,719162,409922,172915,6917,417114,323838,172915,7470,287809
34985,ZIP,FL,337494,327369,41743,1127,215996,356832,33394,1071,146877
34986,ZIP,FL,697273,460200,129312,7759,474146,368160,109915,8457,445697
34987,ZIP,FL,770522,755112,181733,12721,616418,475721,101770,6997,542448
34988,ZIP,FL,684925,506845,40123,5858,554789,435887,28889,4159,332873
34990,ZIP,FL,752714,654861,61752,8954,677443,333979,44461,8327,636796
34991,ZIP,FL,930535,884008,198382,11109,614153,645326,166641,8887,411483
34992,ZIP,FL,169601,147553,142539,16249,86497,103287,138263,9912,57953
34994,ZIP,FL,418997,406427,150867,5884,435757,231663,140306,5296,366036
34995,ZIP,FL,175461,103522,20139,1772,145633,56937,11076,1559,112137
34996,ZIP,FL,59585,29793,104942,8710,61968,27707,55619,9320,53292
34997,ZIP,FL,894684,814162,49131,3488,814162,797879,52079,3453,773454
73301,ZIP,TX,807167,823310,40641,5771,637662,708047,29668,3116,656792
73344,ZIP,TX,565712,514798,71033,2841,452570,514798,47592,1847,448044
75001,ZIP,TX,232393,176619,56910,2219,174295,109504,28455,2130,111549
75002,ZIP,TX,260516,270937,195582,10561,151099,222168,211229,6442,131456
75006,ZIP,TX,868770,903521,131525,8944,816644,524042,117057,6350,881976
75007,ZIP,TX,222720,106906,110317,7391,187085,53453,97079,4952,181472
75009,ZIP,TX,866960,823612,198112,10698,858290,741251,202074,9200,506391
75010,ZIP,TX,890504,463062,152186,9131,596638,421386,83702,5935,322185
75011,ZIP,TX,510518,275680,166387,8486,454361,187462,143093,5346,245355
75013,ZIP,TX,722545,592487,54755,6844,635840,444365,40519,3833,553181
75014,ZIP,TX,499487,319672,60071,5466,304687,278115,41449,5357,329062
75015,ZIP,TX,98531,94590,175857,21630,82766,90806,147720,20332,87732
75016,ZIP,TX,926080,666778,5352,214,750125,373396,3425,148,540090
75017,ZIP,TX,390892,316623,185806,12449,254080,316623,105909,7096,223590
75019,ZIP,TX,275850,289643,193594,9873,157235,280954,178106,10860,136794
75020,ZIP,TX,668421,441158,66367,4579,340895,414689,44466,2564,197719
75021,ZIP,TX,652453,476291,167231,11706,626355,352455,98666,11238,638882
75022,ZIP,TX,353251,296731,162109,11996,356784,287829,157246,6238,203367
75023,ZIP,TX,348660,317281,187135,12351,240575,317281,189006,9140,228546
75024,ZIP,TX,441474,256055,184686,18099,441474,197162,149596,11040,392912
75025,ZIP,TX,89433,84961,10262,616,49188,58623,9954,579,30988
75026,ZIP,TX,291022,218267,52852,2748,244458,198623,53381,2693,202900
75027,ZIP,TX,290004,237803,97528,6534,240703,168840,64368,3463,129980
75028,ZIP,TX,607475,431307,42614,4304,552802,336419,27699,2152,425658
75029,ZIP,TX,951837,675804,141535,8067,799543,513611,130212,8712,791548
75030,ZIP,TX,376097,361053,34018,3028,199331,382716,27895,2877,207304
75032,ZIP,TX,476052,309434,89551,12716,423686,191849,73432,12843,266922
75034,ZIP,TX,602471,337384,169831,22248,361483,347506,90010,16241,390402
75035,ZIP,TX,458409,398816,117622,7998,435489,223337,74102,6958,439844
75037,ZIP,TX,435052,243629,30172,1358,217526,190031,17801,1358,123990
75038,ZIP,TX,869624,339153,29224,1461,556559,186534,21626,1373,283845
75039,ZIP,TX,362759,399035,67246,1816,257559,223460,73971,944,273013
75040,ZIP,TX,585398,234159,83671,7614,602960,199035,87855,4188,566782
75041,ZIP,TX,87001,34800,99890,10389,55681,37236,60933,7480,28954
75042,ZIP,TX,825655,577959,27973,1902,544932,317877,18182,1141,348756
75043,ZIP,TX,121557,117910,110180,5178,113048,116731,111282,4453,72351
75044,ZIP,TX,361064,357453,87813,7464,249134,361028,74641,4852,164428
75045,ZIP,TX,733074,564467,158971,14784,425183,530599,168509,7983,280621
75046,ZIP,TX,36597,15737,180026,19263,39159,17153,102615,13291,31327
75047,ZIP,TX,9885,8798,78004,9204,8798,9678,52263,7271,7214
75048,ZIP,TX,872614,462485,195693,22113,863888,295990,127200,15037,449222
75049,ZIP,TX,968517,397092,15125,1346,861980,218401,11344,888,715443
75050,ZIP,TX,510272,372499,11634,1408,387807,361324,12216,760,228806
75051,ZIP,TX,523271,460478,145721,8160,491875,331544,85975,8405,329556
75052,ZIP,TX,576118,432089,158074,7429,587640,319746,150170,4532,352584
75053,ZIP,TX,253456,88710,196764,16922,192627,89597,163314,13368,167585
75054,ZIP,TX,973946,905770,156800,20854,545410,643097,155232,17934,447236
75056,ZIP,TX,839989,335996,134044,14879,545993,231837,121980,13837,496854
75057,ZIP,TX,297781,196535,142746,12419,226314,198500,124189,8817,128999
75058,ZIP,TX,908994,536306,36987,3995,827185,380777,35508,2117,694835
75060,ZIP,TX,714099,621266,49546,5202,435600,683393,36169,3641,453024
75061,ZIP,TX,688010,653610,82499,4125,495367,424847,73424,3506,544904
75062,ZIP,TX,18414,16941,69494,4378,15468,10842,54205,3021,14231
75063,ZIP,TX,635506,247847,52342,6857,495695,218105,40827,5760,371771
75065,ZIP,TX,214407,94339,7494,1012,199399,65094,8243,951,169489
75067,ZIP,TX,961546,451927,34331,3708,634620,384138,30898,3041,577504
75068,ZIP,TX,280364,123360,128792,10819,302793,67848,68260,9629,184704
75069,ZIP,TX,450537,437021,169877,14779,324387,284064,185166,13301,223827
75070,ZIP,TX,287532,140891,65139,8403,241527,129620,67745,6890,227035
75071,ZIP,TX,615815,258642,19472,2103,597341,129321,13046,1998,519687
75074,ZIP,TX,448725,426289,127681,14045,264748,217407,116190,12079,135021
75075,ZIP,TX,351869,186491,122712,12148,246308,117489,126393,12027,165026
75076,ZIP,TX,643397,527586,91297,12325,527586,316552,73038,9983,411517
75077,ZIP,TX,216825,179965,1853,96,156114,106179,1723,60,128013
75078,ZIP,TX,344883,306946,156465,9231,244867,319224,126737,8308,188548
75080,ZIP,TX,101709,38649,104285,6570,53906,31306,75085,4073,34500
75081,ZIP,TX,593139,421129,145225,21639,527894,442185,75517,22072,564847
75082,ZIP,TX,158409,169498,23921,646,118807,91529,13157,375,81977
75083,ZIP,TX,132362,128391,133990,10585,138980,109132,89773,7939,77829
75085,ZIP,TX,113806,103563,145614,16018,68284,107706,157263,16979,52579
75086,ZIP,TX,290374,284567,128812,18034,217781,230499,127524,12624,185114
75087,ZIP,TX,567682,391701,18309,2289,357640,227187,20140,1351,354064
75088,ZIP,TX,742621,809457,94283,4243,467851,485674,84855,4667,509958
75089,ZIP,TX,886027,930328,193253,24543,549337,707049,139142,15217,422989
75090,ZIP,TX,608163,437877,12631,341,358816,297756,12378,246,226054
75091,ZIP,TX,575416,247429,185736,6686,402791,254852,122586,6887,249730
75092,ZIP,TX,221646,121905,149506,4934,155152,110934,153991,3750,107055
75093,ZIP,TX,62800,44588,564,69,55264,43696,310,41,51396
75094,ZIP,TX,310585,245362,48083,3991,270209,267445,35581,2435,218869
75097,ZIP,TX,81878,68778,123606,18170,57315,48832,90232,11992,30950
75098,ZIP,TX,322201,260983,185303,8709,186877,281862,129712,8012,119601
75099,ZIP,TX,779101,833638,113164,16975,638863,508519,102979,13241,434427
75101,ZIP,TX,483779,169323,14973,1183,266078,154084,7936,982,143682
75102,ZIP,TX,124305,125548,120552,8800,106902,77840,106086,8008,116523
75103,ZIP,TX,417862,288325,57753,4562,380254,184528,49090,3604,285191
75104,ZIP,TX,132804,51794,53465,6523,96947,43507,45445,3588,68832
75105,ZIP,TX,329895,356287,174086,22631,237524,374101,153196,19915,166267
75106,ZIP,TX,794487,341629,116858,3856,818322,204977,118027,2661,433711
75109,ZIP,TX,119629,66992,3985,442,87329,37516,3148,301,85582
75110,ZIP,TX,561572,539109,386,13,331327,291119,394,10,245182
75114,ZIP,TX,907398,970916,122153,8306,762214,553422,122153,5731,663126
75115,ZIP,TX,79535,27837,174103,22982,84307,15867,154952,21143,55643
75116,ZIP,TX,703839,380073,42236,3886,760146,201439,32099,2060,418080
75117,ZIP,TX,996419,1066168,190041,26606,856920,618377,203344,29267,788366
75118,ZIP,TX,511195,204478,145726,21713,521419,122687,83064,15199,427564
75119,ZIP,TX,456914,333547,177541,18109,269579,270173,150910,9960,277666
75120,ZIP,TX,290767,168645,49087,6970,223891,175391,25525,7249,114184
75121,ZIP,TX,915789,833368,153337,17327,631894,733364,151804,13688,695083
75123,ZIP,TX,831978,599024,137538,10590,640623,365405,133412,10061,486873
75124,ZIP,TX,58483,54974,182184,23320,35090,43429,127529,14225,19650
75125,ZIP,TX,190232,195939,174701,8386,197841,156751,92592,7212,148381
75126,ZIP,TX,211317,202864,29842,3044,211317,200835,22978,3257,156375
75127,ZIP,TX,668527,280781,182392,21887,715324,300436,134970,13789,436348
75132,ZIP,TX,173812,139050,69665,6897,158169,77868,37619,6690,88575
75134,ZIP,TX,807451,371427,165373,24475,411800,204285,150489,14440,403564
75135,ZIP,TX,596505,411588,79942,5436,536855,362197,43169,2718,504644
75137,ZIP,TX,660086,231030,164074,13946,422455,173273,96804,15341,295719
75138,ZIP,TX,755089,317137,59320,6288,536113,279081,40931,5596,434252
75140,ZIP,TX,94737,60632,92689,8249,58737,56388,50052,6434,51101
75141,ZIP,TX,553272,282169,70523,1763,359627,160836,56418,1234,237354
75142,ZIP,TX,785216,416164,66581,3729,494686,307961,39283,2759,499633
75143,ZIP,TX,90631,86099,12114,315,77036,47354,12841,287,46222
75144,ZIP,TX,859725,343890,142619,7987,928503,182262,124079,5192,566387
75146,ZIP,TX,632344,613374,12316,1035,455288,472298,8129,880,268620
75147,ZIP,TX,573537,361328,185487,17065,412947,393848,124276,9386,243639
75148,ZIP,TX,597414,448061,101924,14983,310655,277798,91732,11986,304442
75149,ZIP,TX,611142,525582,188336,10358,611142,541349,120535,5179,397242
75150,ZIP,TX,859520,575878,30819,1017,799354,621948,16026,1007,871296
75151,ZIP,TX,760175,638547,18956,2578,782980,549150,17250,1598,399320
75152,ZIP,TX,363341,301573,152081,6539,188937,289510,133831,4970,198384
75153,ZIP,TX,952182,752224,191859,25325,856964,654435,124708,25578,514178
75154,ZIP,TX,555280,377590,4716,335,349826,328503,2452,221,363819
75155,ZIP,TX,644609,573702,54362,7502,515687,332747,40772,6377,469275
75156,ZIP,TX,50519,51529,177138,22851,43446,48437,102740,18052,26502
75157,ZIP,TX,304503,210107,132239,5554,161387,132367,136206,4832,164615
75158,ZIP,TX,566623,396636,114600,4240,356972,424401,98556,3731,371251
75159,ZIP,TX,741079,741079,153726,19216,711436,696614,152189,12875,633178
75160,ZIP,TX,917556,458778,98353,4918,945083,449602,90485,3492,1039591
75161,ZIP,TX,34360,30924,5114,281,21990,15462,2864,146,11435
75163,ZIP,TX,52575,53101,49782,2240,37328,33454,45799,1770,33595
75164,ZIP,TX,724923,318966,69692,9896,645181,191380,35543,5047,509693
75165,ZIP,TX,281101,137739,112997,15933,191149,121210,80228,8922,173946
75166,ZIP,TX,560448,291433,155868,8884,280224,276861,130929,7818,162530
75167,ZIP,TX,530699,212280,189465,23115,514778,127368,174308,13869,427266
75168,ZIP,TX,10147,10756,114218,3084,10248,9250,106223,2930,10555
75169,ZIP,TX,554279,399081,79000,9717,432338,343210,52140,6996,255079
75172,ZIP,TX,495058,366343,170523,17564,410898,337036,177344,18267,308174
75173,ZIP,TX,761923,327627,183865,5700,754304,239168,172833,5700,550642
75180,ZIP,TX,616693,351515,152697,19087,518022,284727,131319,12788,518022
75181,ZIP,TX,329751,240718,138602,10811,237421,163688,146918,8541,187563
75182,ZIP,TX,893857,795533,147956,19086,875980,739846,119844,20804,648225
75185,ZIP,TX,22951,12853,114369,3774,21803,7840,76627,3397,15044
75187,ZIP,TX,340670,170335,93524,2899,333857,91981,50503,2667,300471
75189,ZIP,TX,465476,404964,170522,16711,437547,441411,150059,13870,297532
75201,ZIP,TX,365289,131504,159827,18700,241091,139394,115075,20570,255556
75202,ZIP,TX,560447,453962,188859,19641,297037,413105,94430,17480,291096
75203,ZIP,TX,491093,363409,137764,18323,417429,305264,148785,19972,363163
75204,ZIP,TX,190699,129675,135402,8395,144931,76508,75825,6968,78263
75205,ZIP,TX,267119,232394,41619,3454,170956,162676,22058,2694,92316
75206,ZIP,TX,622113,242624,125093,16262,615892,131017,106329,9432,554303
75207,ZIP,TX,387442,356447,186785,25403,391316,363576,190521,27181,316966
75208,ZIP,TX,696673,341370,72762,6258,522505,245786,42930,5444,318728
75209,ZIP,TX,74718,67993,124399,13808,55291,38756,99519,11461,58056
75210,ZIP,TX,501267,220557,28820,1989,265672,134540,28820,1094,167373
75211,ZIP,TX,291207,288295,13998,1680,148516,204689,7699,1613,111387
75212,ZIP,TX,753353,806088,124027,11162,723219,580383,135189,10269,383306
75214,ZIP,TX,831679,698610,52368,5342,773461,628749,40847,5182,611034
75215,ZIP,TX,832742,316442,167875,7387,458008,177208,162839,7609,458008
75216,ZIP,TX,464387,450455,37283,2834,385441,310814,31318,3061,211993
75217,ZIP,TX,943584,585022,52355,4136,783175,590872,46596,2399,845829
75218,ZIP,TX,432067,289485,93160,10527,367257,220009,65212,11264,257080
75219,ZIP,TX,549968,379478,3341,301,285983,417426,2740,301,200188
75220,ZIP,TX,59545,38109,177091,12751,29773,31249,136360,11093,15184
75221,ZIP,TX,661271,700947,160074,18088,720785,637862,108850,19535,655914
75222,ZIP,TX,8104,7942,103324,3926,7861,7148,61994,3337,5424
75223,ZIP,TX,461427,249171,9006,1081,470656,226746,8376,757,315340
75224,ZIP,TX,771589,763873,107259,10082,609555,511795,69718,5041,493740
75225,ZIP,TX,251824,120876,100850,12808,269452,93075,110935,9990,188616
75226,ZIP,TX,817784,793250,13430,1155,752361,690128,7252,970,729790
75227,ZIP,TX,687851,529645,100714,10978,646580,264823,81578,8453,601319
75228,ZIP,TX,624464,305987,60487,6714,630709,269269,62302,4297,592866
75229,ZIP,TX,479858,191943,77342,8353,249526,143957,59553,7267,271983
75230,ZIP,TX,930147,781323,53999,1998,790625,695377,29699,1658,450656
75231,ZIP,TX,260210,273221,19570,2701,286231,218577,21527,2836,289093
75232,ZIP,TX,257866,118618,61385,2946,257866,75916,67524,3005,283653
75233,ZIP,TX,149079,58141,169901,18689,86466,51745,117232,14391,53609
75234,ZIP,TX,468345,360626,185249,24638,454295,201951,148199,19464,486096
75235,ZIP,TX,255163,135236,189326,22719,278128,112246,170393,14995,139064
75236,ZIP,TX,303477,142634,170460,23353,285268,129797,109094,22419,185424
75237,ZIP,TX,653961,405456,65694,5912,673580,295983,60438,6208,336790
75238,ZIP,TX,237506,166254,149685,21704,223256,111390,91308,16278,133954
75240,ZIP,TX,944473,831136,155899,4833,906694,523616,163694,2417,734422
75241,ZIP,TX,947169,700905,74713,1943,899811,658851,40345,1846,620870
75242,ZIP,TX,953624,553102,134671,10504,1010841,293144,138711,9769,1031058
75243,ZIP,TX,644213,264127,111731,9497,612002,142629,79329,5508,416161
75244,ZIP,TX,492574,246287,199355,6579,246287,206881,173439,6316,221658
75245,ZIP,TX,81678,47373,119611,12200,84128,36477,125592,11590,75715
75246,ZIP,TX,487239,302088,61791,4943,409281,253754,51287,2818,339703
75247,ZIP,TX,890896,792897,115646,7748,659263,586744,87891,4184,342817
75248,ZIP,TX,196381,194417,36981,1997,155141,136092,39200,1278,139627
75249,ZIP,TX,294960,233018,151135,5441,206472,156122,114863,5985,128013
75250,ZIP,TX,910627,391570,79355,11348,746714,238858,46026,12369,462963
75251,ZIP,TX,921984,977303,186156,23828,516311,918665,154509,17633,531800
75252,ZIP,TX,935582,767177,139190,14337,626840,813208,122487,12186,382372
75253,ZIP,TX,499369,204741,87473,12509,359546,155603,87473,7881,186964
75254,ZIP,TX,20864,10015,84779,5765,22116,8312,87322,5246,24328
75258,ZIP,TX,89688,78925,71609,4153,86100,49723,50842,2699,48216
75260,ZIP,TX,996712,857172,43488,3262,976778,437158,39139,2577,937707
75261,ZIP,TX,712993,349367,8807,1207,484835,331899,7486,736,300598
75262,ZIP,TX,886619,425577,113955,4444,647232,391531,93443,3066,601926
75263,ZIP,TX,429439,292019,39166,4817,420850,248216,42299,3854,218842
75264,ZIP,TX,347471,319673,183362,24020,319673,188607,133854,22819,226968
75265,ZIP,TX,41450,40207,134099,19578,31502,38197,103256,18991,24572
75266,ZIP,TX,18298,6404,127454,11726,16285,5379,87943,6684,10585
75267,ZIP,TX,768522,307409,178481,21418,530280,252075,130291,10923,296957
75270,ZIP,TX,577125,455929,121316,17348,294334,319150,60658,11276,320824
75275,ZIP,TX,649949,266479,70748,4386,363971,218513,72163,4079,200184
75277,ZIP,TX,928506,482823,61630,3944,603529,333148,53002,2524,657847
75283,ZIP,TX,806785,734174,24655,2712,734174,646073,14546,2685,565314
75284,ZIP,TX,723249,687087,195210,10737,520739,742054,146408,8267,499909
75285,ZIP,TX,231938,88136,68667,3845,176273,89899,36394,3691,100476
75286,ZIP,TX,50915,24439,1778,187,48878,13930,1707,138,47900
75287,ZIP,TX,132438,62246,94365,6417,79463,40460,68886,3209,50062
75301,ZIP,TX,598657,496885,5825,664,377154,397508,6408,651,233835
75303,ZIP,TX,545037,392427,16171,1601,555938,404200,14554,1105,344682
75310,ZIP,TX,7478,7777,107845,5392,6132,6610,60393,4314,4538
75312,ZIP,TX,820153,295255,8289,1169,713533,274587,7377,620,770616
75313,ZIP,TX,817108,784424,144480,14448,416725,729514,154594,11847,425060
75315,ZIP,TX,756697,771831,11122,734,809666,764113,8675,528,882536
75320,ZIP,TX,944320,1000979,146033,10514,1010422,730715,124128,5572,586045
75323,ZIP,TX,267768,120496,169407,20668,144595,78322,108420,13434,148933
75326,ZIP,TX,572081,480548,103390,7754,434782,312356,95119,5816,252174
75334,ZIP,TX,232668,218708,4694,681,148908,185902,4084,558,111681
75336,ZIP,TX,1105,972,102838,8741,674,632,85356,7342,634
75339,ZIP,TX,443805,350606,14370,632,421615,196339,12215,373,349940
75340,ZIP,TX,686186,535225,132152,5022,356817,524521,117615,3817,235499
75342,ZIP,TX,281945,160709,62326,7978,155070,96425,43628,6143,119404
75343,ZIP,TX,402017,217089,10351,849,442219,162817,5383,450,353775
75344,ZIP,TX,54931,47790,30186,3200,60424,49224,22640,3104,65862
75353,ZIP,TX,909994,527797,110153,13989,846294,279732,114559,7554,490851
75354,ZIP,TX,182831,69476,105053,3677,153578,51412,74588,4045,152042
75355,ZIP,TX,812031,828272,125730,6412,406016,588073,69152,3270,397896
75356,ZIP,TX,546352,415228,2762,97,316884,344639,2652,66,339066
75357,ZIP,TX,728668,291467,26064,3857,648515,271064,27888,4127,667970
75358,ZIP,TX,358368,197102,160516,5458,186351,193160,173357,4858,173306
75359,ZIP,TX,619289,439695,134694,15490,458274,272611,113143,14716,343706
75360,ZIP,TX,149289,59716,13205,607,122417,50759,13733,522,124865
75363,ZIP,TX,607061,576708,59575,6792,552426,559407,33958,5569,563475
75364,ZIP,TX,210435,122052,145822,19103,111531,64688,118116,16047,86994
